0	0	0	1	0	0
65	85	63	58	70	48
2140	2520	2681	2171	2921	2798
2	4	7	1	1	1
0	0	1	0	0	0
11	4	0	4	3	1
86	81	31	57	26	35
475	548	468	457	497	458
0	1	4	1	3	3
0	2	1	1	0	0
0	1	0	0	0	0
0	2	0	1	3	0
1	0	2	0	3	1
41	69	406	59	436	438
14	25	14	18	14	12
8	5	5	10	4	10
9	12	12	12	8	7
0	0	0	0	2	0
691	877	1264	649	1319	1200
545	624	1116	456	1186	1168
14	39	1	27	3	3
3	7	6	1	3	6
2	2	0	0	0	0
5526	6245	2068	5181	2191	2142
205	295	113	216	194	150
2028	2216	1297	1739	1405	1319
817	876	927	756	1021	1029
0	1	0	0	0	0
1044	1256	979	1053	999	948
0	0	0	0	1	1
312	353	575	292	674	613
0	0	0	0	1	0
430	472	359	403	366	353
5775	6643	4328	5585	4784	4564
51	66	65	59	68	52
215	261	208	192	230	233
0	0	1	0	0	0
1	2	1	2	0	1
0	0	4	0	1	3
29	37	29	23	24	23
2196	2441	1754	2114	1850	1817
0	2	0	0	0	0
11	8	50	13	70	61
6	5	6	8	3	2
358	475	490	356	495	480
0	0	1	0	0	0
7	3	10	3	10	12
0	2	1	4	0	1
21	21	33	30	31	24
349	459	174	387	186	184
1	0	2	0	3	1
2	2	5	4	4	2
0	0	1	0	0	0
0	0	0	2	0	0
1	1	0	1	1	0
0	0	0	1	1	0
936	1184	905	971	1005	959
0	0	1	0	0	0
10788	12546	8050	10545	8779	8615
162	181	370	184	353	423
8	7	6	3	11	7
2581	2860	1943	2431	1923	2077
0	10	0	15	0	0
2	1	1	1	1	0
3	3	1	2	2	3
14	22	18	10	24	28
6	5	1	0	1	0
0	0	0	1	0	0
1	0	0	6	0	3
2	1	0	0	0	0
532	601	219	544	258	222
660	698	390	612	439	404
0	0	0	0	0	1
528	626	386	530	414	388
0	1	0	0	0	0
0	1	0	0	0	1
0	0	3	1	4	3
5	2	6	0	12	7
236	269	290	266	316	305
5	5	3	3	0	0
1	0	0	0	0	1
2727	3151	2652	2677	2784	2643
21	21	26	35	20	24
1136	1255	983	1048	1131	951
2	3	1	1	1	1
0	0	0	0	2	1
2	4	2	5	4	7
1	0	0	2	1	0
63	70	24	50	19	21
0	0	0	0	3	1
1	1	1	2	0	1
3	1	1	0	0	0
32	51	35	43	35	47
4	2	1	4	2	2
12	10	13	13	16	13
23	0	8	43	5	28
568	638	493	534	521	572
0	0	1	0	0	0
1	0	0	1	0	1
72	81	19	58	19	28
0	0	1	0	0	0
11	6	3	8	6	15
0	1	0	1	0	2
122	151	128	133	149	140
0	0	0	0	1	0
589	673	576	469	613	542
0	0	0	1	1	3
2	0	1	2	4	1
3	6	7	3	8	2
0	1	1	2	2	0
0	0	0	0	1	0
1	0	1	1	2	0
0	0	3	0	0	0
14	14	6	18	5	10
1	5	14	3	12	12
0	1	0	0	0	1
119	131	45	107	65	45
702	803	210	627	225	217
2	5	5	5	1	6
5	6	6	5	2	10
2083	2316	1503	1960	1621	1548
0	1	0	0	0	0
0	1	0	1	1	4
492	639	531	489	620	526
0	0	0	0	1	0
0	2	1	0	1	0
3	2	5	3	3	2
95	122	113	104	139	120
0	0	0	0	1	1
56	64	34	47	24	31
0	0	1	0	0	0
2	3	4	3	2	1
0	1	1	0	0	0
1	0	0	0	0	0
2	2	1	2	1	3
4	4	5	1	10	13
1	2	0	2	1	2
1	1	0	0	0	0
187	233	114	204	107	108
2	1	1	0	1	3
3	10	5	6	1	5
1	0	0	0	1	0
25	34	5	13	3	3
0	2	1	0	0	3
0	3	0	2	1	0
0	0	0	0	1	0
1227	1499	1262	1167	1248	1268
1	0	0	0	0	0
11	23	14	11	14	12
0	0	0	0	1	2
9	17	6	17	11	4
9	5	10	8	11	10
11	12	9	6	3	8
0	1	0	1	0	1
0	0	0	0	0	1
2	2	0	1	1	1
264	322	230	249	177	223
24	19	18	21	9	22
163	181	66	180	96	78
3	0	0	0	0	0
1	0	0	0	0	0
2	4	1	5	5	2
0	0	0	1	0	0
7	4	4	4	11	10
1	0	0	0	0	0
267	326	247	247	267	241
1	0	0	0	0	0
15	11	21	0	13	25
25	24	9	24	11	4
2	0	0	2	0	0
2	1	4	3	0	5
3	1	0	2	1	2
0	0	0	0	0	1
1	1	0	0	0	0
5	3	1	2	6	2
8	16	2	3	8	5
0	4	2	2	6	9
6	2	2	0	7	5
0	1	0	0	1	0
4	5	1	3	3	1
0	2	3	4	2	3
0	0	0	0	0	1
0	0	2	1	0	0
0	0	0	0	1	0
6	6	7	3	6	5
2	1	1	0	0	0
1	0	1	0	1	0
0	4	1	1	0	0
0	0	0	1	0	0
0	0	1	0	0	0
3	3	4	4	6	3
1359	1452	804	1356	876	923
8	3	17	13	18	19
0	0	0	0	0	1
8	8	14	9	9	6
1236	1503	859	1200	972	871
0	0	0	0	1	0
0	0	0	0	1	1
0	1	0	2	2	0
0	0	1	0	0	0
0	1	0	0	0	0
6	2	1	2	2	2
3	7	4	4	5	5
0	0	0	1	1	0
3807	4461	1169	3622	1246	1189
0	5	2	4	2	4
2	3	0	1	5	4
1024	1240	781	923	850	756
18	27	12	13	12	17
15	11	18	14	24	16
3	0	0	0	0	0
2	0	0	7	1	0
529	554	575	507	571	572
0	3	1	3	0	6
1	5	0	0	2	2
0	0	0	0	2	1
1	1	0	0	0	0
0	1	4	0	1	0
3	4	1	5	1	3
1	0	0	0	1	0
15	26	5	18	2	7
70	68	37	42	45	43
2	9	6	8	2	8
15	10	3	11	13	7
0	0	0	0	1	0
0	1	0	0	0	0
38	37	40	27	37	35
0	0	1	0	0	0
0	0	1	1	7	0
0	0	0	0	0	1
3	3	4	8	2	3
9	3	0	4	2	4
272	236	118	207	115	108
4	0	2	0	1	0
16	23	32	15	36	17
543	588	364	473	409	420
0	1	0	0	3	2
1	4	2	0	1	0
0	0	18	0	22	16
288	352	377	337	376	374
18	23	31	14	34	37
0	0	0	0	0	1
4	10	11	8	10	3
1	1	0	2	1	0
3	0	6	1	2	10
1	1	5	5	1	2
7	8	5	5	8	3
19	16	26	16	27	26
8	13	21	15	25	21
1	2	1	2	1	3
1	1	0	0	0	2
19	18	33	5	24	29
25	27	1	32	4	10
4	4	6	2	2	1
5	3	1	4	3	1
2	1	1	1	3	2
2	5	4	4	5	3
0	2	0	0	0	0
1	6	9	3	9	13
3	1	2	2	3	0
3	5	4	4	7	0
675	873	708	745	719	715
0	0	0	1	0	0
63	101	28	4	28	51
439	448	360	386	376	398
